-5.945; -2.18557e-10; 0; -8; 0
-5.935; -6.55671e-10; 0; -7.935; 0
-5.92; -1.31134e-09; 0; -7.87; 0
-5.9; -2.18557e-09; 0; -7.805; 0
-5.875; -3.27836e-09; 0; -7.74; 0
-5.845; -4.5897e-09; 0; -7.675; 0
-5.81; -6.1196e-09; 0; -7.61; 0
-5.77; -7.86805e-09; 0; -7.545; 0
-5.725; -9.83507e-09; 0; -7.48; 0
-5.675; -1.20206e-08; 0; -7.415; 0
-5.62; -1.44248e-08; 0; -7.35; 0
-5.56; -1.70474e-08; 0; -7.285; 0
-5.495; -1.98887e-08; 0; -7.22; 0
-5.42512; -2.2943e-08; 0; -7.155; 0
-5.35531; -2.59947e-08; 0; -7.09; 0
-5.28556; -2.90437e-08; 0; -7.025; 0
-5.21586; -3.20902e-08; 0; -6.96; 0
-5.14623; -3.5134e-08; 0; -6.895; 0
-5.07665; -3.81754e-08; 0; -6.83; 0
-5.00713; -4.12142e-08; 0; -6.765; 0
-4.93766; -4.42506e-08; 0; -6.7; 0
-4.86826; -4.72845e-08; 0; -6.635; 0
-4.7989; -5.03161e-08; 0; -6.57; 0
-4.7296; -5.33452e-08; 0; -6.505; 0
-4.66036; -5.6372e-08; 0; -6.44; 0
-4.59117; -5.93965e-08; 0; -6.375; 0
-4.52203; -6.24187e-08; 0; -6.31; 0
-4.45294; -6.54386e-08; 0; -6.245; 0
-4.3839; -6.84563e-08; 0; -6.18; 0
-4.31492; -7.14718e-08; 0; -6.115; 0
-4.24598; -7.44851e-08; 0; -6.05; 0
-4.17709; -7.74962e-08; 0; -5.985; 0
-4.10825; -8.05053e-08; 0; -5.92; 0
-4.03946; -8.35122e-08; 0; -5.855; 0
-3.97072; -8.65171e-08; 0; -5.79; 0
-3.90202; -8.95199e-08; 0; -5.725; 0
-3.83337; -9.25207e-08; 0; -5.66; 0
-3.76477; -9.55195e-08; 0; -5.595; 0
-3.69621; -9.85163e-08; 0; -5.53; 0
-3.62769; -1.01511e-07; 0; -5.465; 0
-3.55922; -1.04504e-07; 0; -5.4; 0
-3.49079; -1.07495e-07; 0; -5.335; 0
-3.42241; -1.10484e-07; 0; -5.27; 0
-3.35407; -1.13472e-07; 0; -5.205; 0
-3.28577; -1.16457e-07; 0; -5.14; 0
-3.21751; -1.19441e-07; 0; -5.075; 0
-3.14929; -1.22423e-07; 0; -5.01; 0
-3.08111; -1.25403e-07; 0; -4.945; 0
-3.01297; -1.28382e-07; 0; -4.88; 0
-2.94487; -1.31358e-07; 0; -4.815; 0
-2.87681; -1.34333e-07; 0; -4.75; 0
-2.80879; -1.37307e-07; 0; -4.685; 0
-2.7408; -1.40278e-07; 0; -4.62; 0
-2.67285; -1.43249e-07; 0; -4.555; 0
-2.60494; -1.46217e-07; 0; -4.49; 0
-2.53707; -1.49184e-07; 0; -4.425; 0
-2.46923; -1.52149e-07; 0; -4.36; 0
-2.40143; -1.55113e-07; 0; -4.295; 0
-2.33366; -1.58075e-07; 0; -4.23; 0
-2.26593; -1.61036e-07; 0; -4.165; 0
-2.19823; -1.63995e-07; 0; -4.1; 0
-2.13056; -1.66953e-07; 0; -4.035; 0
-2.06293; -1.69909e-07; 0; -3.97; 0
-1.99533; -1.72864e-07; 0; -3.905; 0
-1.92777; -1.75817e-07; 0; -3.84; 0
-1.86023; -1.78769e-07; 0; -3.775; 0
-1.79273; -1.8172e-07; 0; -3.71; 0
-1.72526; -1.84669e-07; 0; -3.645; 0
-1.65782; -1.87617e-07; 0; -3.58; 0
-1.59041; -1.90564e-07; 0; -3.515; 0
-1.52303; -1.93509e-07; 0; -3.45; 0
-1.45567; -1.96453e-07; 0; -3.385; 0
-1.38835; -1.99396e-07; 0; -3.32; 0
-1.32106; -2.02337e-07; 0; -3.255; 0
-1.2538; -2.05277e-07; 0; -3.19; 0
-1.18656; -2.08216e-07; 0; -3.125; 0
-1.11936; -2.11154e-07; 0; -3.06; 0
-1.05218; -2.14091e-07; 0; -2.995; 0
-0.985025; -2.17026e-07; 0; -2.93; 0
-0.9179; -2.1996e-07; 0; -2.865; 0
-0.850801; -2.22893e-07; 0; -2.8; 0
-0.783728; -2.25825e-07; 0; -2.735; 0
-0.716682; -2.28756e-07; 0; -2.67; 0
-0.649661; -2.31685e-07; 0; -2.605; 0
-0.582665; -2.34614e-07; 0; -2.54; 0
-0.515694; -2.37541e-07; 0; -2.475; 0
-0.448748; -2.40467e-07; 0; -2.41; 0
-0.381826; -2.43393e-07; 0; -2.345; 0
-0.314928; -2.46317e-07; 0; -2.28; 0
-0.248054; -2.4924e-07; 0; -2.215; 0
-0.181204; -2.52162e-07; 0; -2.15; 0
-0.114376; -2.55083e-07; 0; -2.085; 0
-0.0475713; -2.58003e-07; 0; -2.02; 0
0.0192108; -2.60923e-07; 0; -1.955; 0
0.0859707; -2.63841e-07; 0; -1.89; 0
0.152709; -2.66758e-07; 0; -1.825; 0
0.219425; -2.69674e-07; 0; -1.76; 0
0.286119; -2.72589e-07; 0; -1.695; 0
0.352793; -2.75504e-07; 0; -1.63; 0
0.419446; -2.78417e-07; 0; -1.565; 0
0.486077; -2.8133e-07; 0; -1.5; 0
0.552689; -2.84242e-07; 0; -1.435; 0
0.61928; -2.87152e-07; 0; -1.37; 0
0.685852; -2.90062e-07; 0; -1.305; 0
0.752404; -2.92971e-07; 0; -1.24; 0
0.818936; -2.9588e-07; 0; -1.175; 0
0.885449; -2.98787e-07; 0; -1.11; 0
0.951944; -3.01694e-07; 0; -1.045; 0
1.01842; -3.04599e-07; 0; -0.979999; 0
1.08488; -3.07504e-07; 0; -0.914999; 0
1.15132; -3.10408e-07; 0; -0.849999; 0
1.21774; -3.13312e-07; 0; -0.784999; 0
1.28414; -3.16214e-07; 0; -0.719999; 0
1.35053; -3.19116e-07; 0; -0.654999; 0
1.41689; -3.22017e-07; 0; -0.589999; 0
1.48325; -3.24918e-07; 0; -0.524999; 0
1.54958; -3.27817e-07; 0; -0.459999; 0
1.6159; -3.30716e-07; 0; -0.394999; 0
1.6822; -3.33614e-07; 0; -0.329999; 0
1.74848; -3.36512e-07; 0; -0.264999; 0
1.81475; -3.39408e-07; 0; -0.199999; 0
1.88101; -3.42304e-07; 0; -0.134999; 0
1.94724; -3.452e-07; 0; -0.069999; 0
2.01347; -3.48094e-07; 0; -0.004999; 0
2.07967; -3.50988e-07; 0; 0.060001; 0
2.14586; -3.53882e-07; 0; 0.125001; 0
2.21204; -3.56774e-07; 0; 0.190001; 0
2.2782; -3.59666e-07; 0; 0.255001; 0
2.34435; -3.62558e-07; 0; 0.320001; 0
2.41048; -3.65448e-07; 0; 0.385001; 0
2.4766; -3.68339e-07; 0; 0.450001; 0
2.54271; -3.71228e-07; 0; 0.515001; 0
2.6088; -3.74117e-07; 0; 0.580001; 0
